1185443077801906176	923471498827853829
1185443077801906176	989362404470358016
1185443077801906176	767195186879344640
1185443077801906176	1323617096
1185443077801906176	983732852465385472
1185443077801906176	916353582764457984
1185443077801906176	122927425
1185443077801906176	936534860016926721
1185443077801906176	983206461156151296
1185443077801906176	1152415653434810368
1185443077801906176	495074224
1185443077801906176	1107249347127762946
1185443077801906176	856862875834396672
1185443077801906176	1086506767591165952
1185443077801906176	1112728960205381632
1185443077801906176	1133220073496145920
1185443077801906176	1147608674614988800
1185443077801906176	1079962184904392704
1185443077801906176	1151433440664776704
1185443077801906176	1152650412777861120
1185443077801906176	924848381289152512
1185443077801906176	958323189007843328
1185443077801906176	799976028747665409
1185443077801906176	1107560267024498688
1185443077801906176	957660688809304064
1185443077801906176	1127541897470177280
1185443077801906176	1166999374443843585
1185443077801906176	983738470005903360
1185443077801906176	744936469689565184
1185443077801906176	728887974172237824
1185443077801906176	3100435422
1185443077801906176	1109345384491413504
1185443077801906176	1026765809157206017
1185443077801906176	929314240359383040
1185443077801906176	1173072168038518784
1185443077801906176	1164524729933258753
1185443077801906176	1033044046711730176
1185443077801906176	1147175874984202241
1185443077801906176	982637393986531330
1185443077801906176	1008266976970461184
1185443077801906176	1061215404524154880
1185443077801906176	4834423547
1185443077801906176	709647472105103361
1185443077801906176	924724893471707137
1185443077801906176	902201943564492800
1185443077801906176	1172120854383054849
1185443077801906176	3823938132
1185443077801906176	1046621380941213696
1185443077801906176	126870803
1185443077801906176	987221076
1185443077801906176	1005041123046219777
1185443077801906176	1128374693277233152
1185443077801906176	741591890823282688
1185443077801906176	872916723040632832
1185443077801906176	1041902501900021760
1185443077801906176	965839117463453696
1185443077801906176	1034016407363747840
1185443077801906176	1132922783237718018
1185443077801906176	863821409096654849
1185443077801906176	758906760094638080
1185443077801906176	931443224287240192
1185443077801906176	735388353294663680
1185443077801906176	765420520133300224
1185443077801906176	769037329289900032
1185443077801906176	839779321334005761
1185443077801906176	769034772354043904
1185443077801906176	4817566788
1185443077801906176	769387988832948225
1185443077801906176	769040706803499009
1185443077801906176	4837844811
1185443077801906176	769435492626665472
1185443077801906176	4779763488
1185443077801906176	879363990865944576
1185443077801906176	970235947400007680
1185443077801906176	1078560757602795520
1185443077801906176	989432304564088832
1185443077801906176	844793630988500993
1185443077801906176	904217515861000192
1185443077801906176	903846496361095168
1185443077801906176	940821256890470400
1185443077801906176	937746492420382721
1185443077801906176	798133324174659584
1185443077801906176	1080333761458438144
